Serial No.,Session ID:,Timestamp (UTC),Country,Age,Gender,Education,Education Type,Mood,Tiredness,Interests,Selection,Time,File Name,URL,Video_ID,Browser,Screen Size,OS,Height,Width,FPS,Aspect Ratio,Bitrate (Kbps),File Size (MB),PROLIFIC_PID
73,0373e037dd369820396251db67663bc2,"Sunday 23rd of February 2025 02:54:41 PM UTC","United Kingdom","19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Low,Art,Good,"2500 ms",config.xlsx,S_21_ProfileC90.mp4,51,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,16265,38.80,63d3f928e97451dbc1c745da
74,f363430c17c47b53372557caec7ade45,"Sunday 23rd of February 2025 02:54:44 PM UTC",Brazil,"19 to 30",Male,Post-Graduate,Administrative,"Neutral (0)",Low,"Cars, automotive",Poor,"1600 ms",config.xlsx,S_26_ProfileC70.mp4,8,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,165,16:9,3452,5.81,672424ca4e8e26ce7ca1a389
75,9c1ada7da14caa5a81d833407f77fe93,"Sunday 23rd of February 2025 02:54:48 PM UTC",Latvia,"19 to 30",Other,"Primary School",Other,"Positive (+)",Low,Art,Good,"1300 ms",config.xlsx,S_9_ProfileC90.mp4,16,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,25382,60.55,5b2ffddaa8327d0001ffec6d
76,0373e037dd369820396251db67663bc2,"Sunday 23rd of February 2025 02:55:08 PM UTC","United Kingdom","19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Low,Art,Fair,"5500 ms",config.xlsx,S_15_ProfileC50.mp4,52,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,3763,8.98,63d3f928e97451dbc1c745da
77,f363430c17c47b53372557caec7ade45,"Sunday 23rd of February 2025 02:55:08 PM UTC",Brazil,"19 to 30",Male,Post-Graduate,Administrative,"Neutral (0)",Low,"Cars, automotive",Good,"800 ms",config.xlsx,S_16_ProfileC70.mp4,9,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,165,16:9,4282,10.21,672424ca4e8e26ce7ca1a389
78,9c1ada7da14caa5a81d833407f77fe93,"Sunday 23rd of February 2025 02:55:10 PM UTC",Latvia,"19 to 30",Other,"Primary School",Other,"Positive (+)",Low,Art,Poor,"900 ms",config.xlsx,S_21_ProfileC30.mp4,17,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,1778,4.24,5b2ffddaa8327d0001ffec6d
79,f363430c17c47b53372557caec7ade45,"Sunday 23rd of February 2025 02:55:32 PM UTC",Brazil,"19 to 30",Male,Post-Graduate,Administrative,"Neutral (0)",Low,"Cars, automotive",Good,"700 ms",config.xlsx,S_21_ProfileC90.mp4,10,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,165,16:9,16265,38.80,672424ca4e8e26ce7ca1a389
80,9c1ada7da14caa5a81d833407f77fe93,"Sunday 23rd of February 2025 02:55:33 PM UTC",Latvia,"19 to 30",Other,"Primary School",Other,"Positive (+)",Low,Art,Fair,"1000 ms",config.xlsx,S_5_ProfileC50.mp4,18,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,869,2.18,5b2ffddaa8327d0001ffec6d
81,0373e037dd369820396251db67663bc2,"Sunday 23rd of February 2025 02:55:44 PM UTC","United Kingdom","19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Low,Art,Good,"16300 ms",config.xlsx,S_9_ProfileC50.mp4,53,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,1167,2.78,63d3f928e97451dbc1c745da
82,9c1ada7da14caa5a81d833407f77fe93,"Sunday 23rd of February 2025 02:55:55 PM UTC",Latvia,"19 to 30",Other,"Primary School",Other,"Positive (+)",Low,Art,Fair,"1200 ms",config.xlsx,S_16_ProfileC30.mp4,19,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,966,2.31,5b2ffddaa8327d0001ffec6d
83,f363430c17c47b53372557caec7ade45,"Sunday 23rd of February 2025 02:55:57 PM UTC",Brazil,"19 to 30",Male,Post-Graduate,Administrative,"Neutral (0)",Low,"Cars, automotive",Bad,"2500 ms",config.xlsx,S_24_ProfileC30.mp4,11,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,165,16:9,615,1.47,672424ca4e8e26ce7ca1a389
84,0373e037dd369820396251db67663bc2,"Sunday 23rd of February 2025 02:56:09 PM UTC","United Kingdom","19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Low,Art,Fair,"4300 ms",config.xlsx,S_10_ProfileC70.mp4,54,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,2106,5.02,63d3f928e97451dbc1c745da
85,9c1ada7da14caa5a81d833407f77fe93,"Sunday 23rd of February 2025 02:56:11 PM UTC",Latvia,"19 to 30",Other,"Primary School",Other,"Positive (+)",Low,Art,Excellent,"800 ms",config.xlsx,S_25_ProfileC90.mp4,20,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,7669,12.38,5b2ffddaa8327d0001ffec6d
86,f363430c17c47b53372557caec7ade45,"Sunday 23rd of February 2025 02:56:24 PM UTC",Brazil,"19 to 30",Male,Post-Graduate,Administrative,"Neutral (0)",Low,"Cars, automotive",Poor,"3400 ms",config.xlsx,S_20_ProfileC30.mp4,12,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,165,16:9,2153,5.14,672424ca4e8e26ce7ca1a389
87,0373e037dd369820396251db67663bc2,"Sunday 23rd of February 2025 02:56:34 PM UTC","United Kingdom","19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Low,Art,Good,"4300 ms",config.xlsx,S_11_ProfileC90.mp4,55,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,37119,88.54,63d3f928e97451dbc1c745da
88,9c1ada7da14caa5a81d833407f77fe93,"Sunday 23rd of February 2025 02:56:36 PM UTC",Latvia,"19 to 30",Other,"Primary School",Other,"Positive (+)",Low,Art,Poor,"4000 ms",config.xlsx,S_8_ProfileC30.mp4,21,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,649,1.55,5b2ffddaa8327d0001ffec6d
89,f363430c17c47b53372557caec7ade45,"Sunday 23rd of February 2025 02:56:47 PM UTC",Brazil,"19 to 30",Male,Post-Graduate,Administrative,"Neutral (0)",Low,"Cars, automotive",Fair,"800 ms",config.xlsx,S_6_ProfileC70.mp4,13,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,165,16:9,2927,6.64,672424ca4e8e26ce7ca1a389
90,9c1ada7da14caa5a81d833407f77fe93,"Sunday 23rd of February 2025 02:56:57 PM UTC",Latvia,"19 to 30",Other,"Primary School",Other,"Positive (+)",Low,Art,Good,"1200 ms",config.xlsx,S_2_ProfileC70.mp4,22,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,1202,2.73,5b2ffddaa8327d0001ffec6d
91,0373e037dd369820396251db67663bc2,"Sunday 23rd of February 2025 02:56:59 PM UTC","United Kingdom","19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Low,Art,Good,"4600 ms",config.xlsx,S_20_ProfileC70.mp4,56,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,8365,19.95,63d3f928e97451dbc1c745da
92,f363430c17c47b53372557caec7ade45,"Sunday 23rd of February 2025 02:57:11 PM UTC",Brazil,"19 to 30",Male,Post-Graduate,Administrative,"Neutral (0)",Low,"Cars, automotive",Good,"600 ms",config.xlsx,S_20_ProfileC70.mp4,14,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,165,16:9,8365,19.95,672424ca4e8e26ce7ca1a389
93,9c1ada7da14caa5a81d833407f77fe93,"Sunday 23rd of February 2025 02:57:20 PM UTC",Latvia,"19 to 30",Other,"Primary School",Other,"Positive (+)",Low,Art,Good,"1800 ms",config.xlsx,S_9_ProfileC90.mp4,23,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,25382,60.55,5b2ffddaa8327d0001ffec6d
94,0373e037dd369820396251db67663bc2,"Sunday 23rd of February 2025 02:57:26 PM UTC","United Kingdom","19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Low,Art,Bad,"6200 ms",config.xlsx,S_10_ProfileC30.mp4,57,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,449,1.07,63d3f928e97451dbc1c745da
95,f363430c17c47b53372557caec7ade45,"Sunday 23rd of February 2025 02:57:35 PM UTC",Brazil,"19 to 30",Male,Post-Graduate,Administrative,"Neutral (0)",Low,"Cars, automotive",Bad,"900 ms",config.xlsx,S_18_ProfileC30.mp4,15,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,165,16:9,2083,4.97,672424ca4e8e26ce7ca1a389
96,9c1ada7da14caa5a81d833407f77fe93,"Sunday 23rd of February 2025 02:57:43 PM UTC",Latvia,"19 to 30",Other,"Primary School",Other,"Positive (+)",Low,Art,Good,"1600 ms",config.xlsx,S_13_ProfileC90.mp4,24,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,11256,26.85,5b2ffddaa8327d0001ffec6d
97,0373e037dd369820396251db67663bc2,"Sunday 23rd of February 2025 02:57:47 PM UTC","United Kingdom","19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Low,Art,Poor,"1100 ms",config.xlsx,S_12_ProfileC30.mp4,58,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,1011,2.41,63d3f928e97451dbc1c745da
98,f363430c17c47b53372557caec7ade45,"Sunday 23rd of February 2025 02:57:59 PM UTC",Brazil,"19 to 30",Male,Post-Graduate,Administrative,"Neutral (0)",Low,"Cars, automotive",Fair,"900 ms",config.xlsx,S_9_ProfileC90.mp4,16,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,165,16:9,25382,60.55,672424ca4e8e26ce7ca1a389
99,9c1ada7da14caa5a81d833407f77fe93,"Sunday 23rd of February 2025 02:58:05 PM UTC",Latvia,"19 to 30",Other,"Primary School",Other,"Positive (+)",Low,Art,Excellent,"1100 ms",config.xlsx,S_22_ProfileC70.mp4,25,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,8985,21.43,5b2ffddaa8327d0001ffec6d
100,0373e037dd369820396251db67663bc2,"Sunday 23rd of February 2025 02:58:09 PM UTC","United Kingdom","19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Low,Art,Good,"1400 ms",config.xlsx,S_20_ProfileC70.mp4,59,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,8365,19.95,63d3f928e97451dbc1c745da
101,f363430c17c47b53372557caec7ade45,"Sunday 23rd of February 2025 02:58:22 PM UTC",Brazil,"19 to 30",Male,Post-Graduate,Administrative,"Neutral (0)",Low,"Cars, automotive",Bad,"600 ms",config.xlsx,S_21_ProfileC30.mp4,17,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,165,16:9,1778,4.24,672424ca4e8e26ce7ca1a389
102,9c1ada7da14caa5a81d833407f77fe93,"Sunday 23rd of February 2025 02:58:28 PM UTC",Latvia,"19 to 30",Other,"Primary School",Other,"Positive (+)",Low,Art,Excellent,"900 ms",config.xlsx,S_18_ProfileC70.mp4,26,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,7524,17.95,5b2ffddaa8327d0001ffec6d
103,0373e037dd369820396251db67663bc2,"Sunday 23rd of February 2025 02:58:35 PM UTC","United Kingdom","19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Low,Art,Fair,"9100 ms",config.xlsx,S_3_ProfileC50.mp4,60,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,1597,3.03,63d3f928e97451dbc1c745da
104,f363430c17c47b53372557caec7ade45,"Sunday 23rd of February 2025 02:58:47 PM UTC",Brazil,"19 to 30",Male,Post-Graduate,Administrative,"Neutral (0)",Low,"Cars, automotive",Poor,"500 ms",config.xlsx,S_5_ProfileC50.mp4,18,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,165,16:9,869,2.18,672424ca4e8e26ce7ca1a389
105,9c1ada7da14caa5a81d833407f77fe93,"Sunday 23rd of February 2025 02:58:56 PM UTC",Latvia,"19 to 30",Other,"Primary School",Other,"Positive (+)",Low,Art,Good,"1900 ms",config.xlsx,S_1_ProfileC90.mp4,27,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,7355,21.55,5b2ffddaa8327d0001ffec6d
106,0373e037dd369820396251db67663bc2,"Sunday 23rd of February 2025 02:58:57 PM UTC","United Kingdom","19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Low,Art,Excellent,"900 ms",config.xlsx,S_14_ProfileC70.mp4,61,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,7355,17.54,63d3f928e97451dbc1c745da
107,f363430c17c47b53372557caec7ade45,"Sunday 23rd of February 2025 02:59:09 PM UTC",Brazil,"19 to 30",Male,Post-Graduate,Administrative,"Neutral (0)",Low,"Cars, automotive",Poor,"600 ms",config.xlsx,S_16_ProfileC30.mp4,19,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,165,16:9,966,2.31,672424ca4e8e26ce7ca1a389
108,9c1ada7da14caa5a81d833407f77fe93,"Sunday 23rd of February 2025 02:59:18 PM UTC",Latvia,"19 to 30",Other,"Primary School",Other,"Positive (+)",Low,Art,Fair,"1500 ms",config.xlsx,S_20_ProfileC30.mp4,28,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,2153,5.14,5b2ffddaa8327d0001ffec6d
109,0373e037dd369820396251db67663bc2,"Sunday 23rd of February 2025 02:59:19 PM UTC","United Kingdom","19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Low,Art,Poor,"1900 ms",config.xlsx,S_12_ProfileC30.mp4,62,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,1011,2.41,63d3f928e97451dbc1c745da
110,f363430c17c47b53372557caec7ade45,"Sunday 23rd of February 2025 02:59:26 PM UTC",Brazil,"19 to 30",Male,Post-Graduate,Administrative,"Neutral (0)",Low,"Cars, automotive",Fair,"500 ms",config.xlsx,S_25_ProfileC90.mp4,20,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,165,16:9,7669,12.38,672424ca4e8e26ce7ca1a389
111,0373e037dd369820396251db67663bc2,"Sunday 23rd of February 2025 02:59:42 PM UTC","United Kingdom","19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Low,Art,Fair,"2400 ms",config.xlsx,S_11_ProfileC50.mp4,63,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,691,1.65,63d3f928e97451dbc1c745da
112,9c1ada7da14caa5a81d833407f77fe93,"Sunday 23rd of February 2025 02:59:45 PM UTC",Latvia,"19 to 30",Other,"Primary School",Other,"Positive (+)",Low,Art,Fair,"1200 ms",config.xlsx,S_1_ProfileC50.mp4,29,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,1571,4.60,5b2ffddaa8327d0001ffec6d
113,f363430c17c47b53372557caec7ade45,"Sunday 23rd of February 2025 02:59:49 PM UTC",Brazil,"19 to 30",Male,Post-Graduate,Administrative,"Neutral (0)",Low,"Cars, automotive",Poor,"500 ms",config.xlsx,S_8_ProfileC30.mp4,21,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,165,16:9,649,1.55,672424ca4e8e26ce7ca1a389
114,0373e037dd369820396251db67663bc2,"Sunday 23rd of February 2025 03:00:07 PM UTC","United Kingdom","19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Low,Art,Bad,"4600 ms",config.xlsx,S_23_ProfileC50.mp4,64,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,1016,2.42,63d3f928e97451dbc1c745da
115,9c1ada7da14caa5a81d833407f77fe93,"Sunday 23rd of February 2025 03:00:07 PM UTC",Latvia,"19 to 30",Other,"Primary School",Other,"Positive (+)",Low,Art,Excellent,"1200 ms",config.xlsx,S_17_ProfileC90.mp4,30,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,27006,64.42,5b2ffddaa8327d0001ffec6d
116,f363430c17c47b53372557caec7ade45,"Sunday 23rd of February 2025 03:00:11 PM UTC",Brazil,"19 to 30",Male,Post-Graduate,Administrative,"Neutral (0)",Low,"Cars, automotive",Fair,"300 ms",config.xlsx,S_2_ProfileC70.mp4,22,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,165,16:9,1202,2.73,672424ca4e8e26ce7ca1a389
117,9c1ada7da14caa5a81d833407f77fe93,"Sunday 23rd of February 2025 03:00:29 PM UTC",Latvia,"19 to 30",Other,"Primary School",Other,"Positive (+)",Low,Art,Poor,"1300 ms",config.xlsx,S_8_ProfileC30.mp4,31,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,649,1.55,5b2ffddaa8327d0001ffec6d
118,f363430c17c47b53372557caec7ade45,"Sunday 23rd of February 2025 03:00:34 PM UTC",Brazil,"19 to 30",Male,Post-Graduate,Administrative,"Neutral (0)",Low,"Cars, automotive",Fair,"700 ms",config.xlsx,S_9_ProfileC90.mp4,23,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,165,16:9,25382,60.55,672424ca4e8e26ce7ca1a389
119,0373e037dd369820396251db67663bc2,"Sunday 23rd of February 2025 03:00:35 PM UTC","United Kingdom","19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Low,Art,Poor,"6800 ms",config.xlsx,S_5_ProfileC50.mp4,65,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,869,2.18,63d3f928e97451dbc1c745da
120,9c1ada7da14caa5a81d833407f77fe93,"Sunday 23rd of February 2025 03:00:51 PM UTC",Latvia,"19 to 30",Other,"Primary School",Other,"Positive (+)",Low,Art,Good,"1000 ms",config.xlsx,S_19_ProfileC50.mp4,32,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,3423,8.16,5b2ffddaa8327d0001ffec6d
121,0373e037dd369820396251db67663bc2,"Sunday 23rd of February 2025 03:00:57 PM UTC","United Kingdom","19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Low,Art,Fair,"1100 ms",config.xlsx,S_14_ProfileC70.mp4,66,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,7355,17.54,63d3f928e97451dbc1c745da
122,f363430c17c47b53372557caec7ade45,"Sunday 23rd of February 2025 03:00:58 PM UTC",Brazil,"19 to 30",Male,Post-Graduate,Administrative,"Neutral (0)",Low,"Cars, automotive",Good,"800 ms",config.xlsx,S_13_ProfileC90.mp4,24,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,165,16:9,11256,26.85,672424ca4e8e26ce7ca1a389
123,0373e037dd369820396251db67663bc2,"Sunday 23rd of February 2025 03:01:13 PM UTC","United Kingdom","19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Low,Art,Good,"2000 ms",config.xlsx,S_25_ProfileC90.mp4,67,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,7669,12.38,63d3f928e97451dbc1c745da
124,9c1ada7da14caa5a81d833407f77fe93,"Sunday 23rd of February 2025 03:01:13 PM UTC",Latvia,"19 to 30",Other,"Primary School",Other,"Positive (+)",Low,Art,Good,"2100 ms",config.xlsx,S_20_ProfileC30.mp4,33,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,2153,5.14,5b2ffddaa8327d0001ffec6d
125,f363430c17c47b53372557caec7ade45,"Sunday 23rd of February 2025 03:01:22 PM UTC",Brazil,"19 to 30",Male,Post-Graduate,Administrative,"Neutral (0)",Low,"Cars, automotive",Poor,"1200 ms",config.xlsx,S_22_ProfileC70.mp4,25,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,165,16:9,8985,21.43,672424ca4e8e26ce7ca1a389
126,0373e037dd369820396251db67663bc2,"Sunday 23rd of February 2025 03:01:36 PM UTC","United Kingdom","19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Low,Art,Good,"1600 ms",config.xlsx,S_16_ProfileC70.mp4,68,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,4282,10.21,63d3f928e97451dbc1c745da
127,9c1ada7da14caa5a81d833407f77fe93,"Sunday 23rd of February 2025 03:01:36 PM UTC",Latvia,"19 to 30",Other,"Primary School",Other,"Positive (+)",Low,Art,Good,"1200 ms",config.xlsx,S_9_ProfileC50.mp4,34,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,145,16:9,1167,2.78,5b2ffddaa8327d0001ffec6d
128,f363430c17c47b53372557caec7ade45,"Sunday 23rd of February 2025 03:01:47 PM UTC",Brazil,"19 to 30",Male,Post-Graduate,Administrative,"Neutral (0)",Low,"Cars, automotive",Fair,"800 ms",config.xlsx,S_18_ProfileC70.mp4,26,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,165,16:9,7524,17.95,672424ca4e8e26ce7ca1a389
129,0373e037dd369820396251db67663bc2,"Sunday 23rd of February 2025 03:01:53 PM UTC","United Kingdom","19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Low,Art,Poor,"1600 ms",config.xlsx,S_3_ProfileC50.mp4,69,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,1597,3.03,63d3f928e97451dbc1c745da
130,9c1ada7da14caa5a81d833407f77fe93,"Sunday 23rd of February 2025 03:01:57 PM UTC",Latvia,"19 to 30",Other,"Primary School",Other,"Positive (+)",Low,Art,Fair,"1700 ms",config.xlsx,S_4_ProfileC30.mp4,35,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,187,0.42,5b2ffddaa8327d0001ffec6d
131,f363430c17c47b53372557caec7ade45,"Sunday 23rd of February 2025 03:02:15 PM UTC",Brazil,"19 to 30",Male,Post-Graduate,Administrative,"Neutral (0)",Low,"Cars, automotive",Poor,"500 ms",config.xlsx,S_1_ProfileC90.mp4,27,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,165,16:9,7355,21.55,672424ca4e8e26ce7ca1a389
132,0373e037dd369820396251db67663bc2,"Sunday 23rd of February 2025 03:02:17 PM UTC","United Kingdom","19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Low,Art,Fair,"4100 ms",config.xlsx,S_2_ProfileC70.mp4,70,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,1202,2.73,63d3f928e97451dbc1c745da
133,9c1ada7da14caa5a81d833407f77fe93,"Sunday 23rd of February 2025 03:02:20 PM UTC",Latvia,"19 to 30",Other,"Primary School",Other,"Positive (+)",Low,Art,Excellent,"1000 ms",config.xlsx,S_5_ProfileC90.mp4,36,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,6923,17.38,5b2ffddaa8327d0001ffec6d
134,f363430c17c47b53372557caec7ade45,"Sunday 23rd of February 2025 03:02:38 PM UTC",Brazil,"19 to 30",Male,Post-Graduate,Administrative,"Neutral (0)",Low,"Cars, automotive",Poor,"500 ms",config.xlsx,S_20_ProfileC30.mp4,28,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,165,16:9,2153,5.14,672424ca4e8e26ce7ca1a389
135,0373e037dd369820396251db67663bc2,"Sunday 23rd of February 2025 03:02:39 PM UTC","United Kingdom","19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Low,Art,Poor,"1500 ms",config.xlsx,S_7_ProfileC50.mp4,71,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,514,1.23,63d3f928e97451dbc1c745da
136,9c1ada7da14caa5a81d833407f77fe93,"Sunday 23rd of February 2025 03:02:41 PM UTC",Latvia,"19 to 30",Other,"Primary School",Other,"Positive (+)",Low,Art,Good,"1000 ms",config.xlsx,S_6_ProfileC70.mp4,37,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,2927,6.64,5b2ffddaa8327d0001ffec6d
137,0373e037dd369820396251db67663bc2,"Sunday 23rd of February 2025 03:03:02 PM UTC","United Kingdom","19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Low,Art,Fair,"2300 ms",config.xlsx,S_13_ProfileC90.mp4,72,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,11256,26.85,63d3f928e97451dbc1c745da
138,9c1ada7da14caa5a81d833407f77fe93,"Sunday 23rd of February 2025 03:03:03 PM UTC",Latvia,"19 to 30",Other,"Primary School",Other,"Positive (+)",Low,Art,Excellent,"800 ms",config.xlsx,S_19_ProfileC90.mp4,38,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,22810,54.41,5b2ffddaa8327d0001ffec6d
139,f363430c17c47b53372557caec7ade45,"Sunday 23rd of February 2025 03:03:06 PM UTC",Brazil,"19 to 30",Male,Post-Graduate,Administrative,"Neutral (0)",Low,"Cars, automotive",Poor,"2300 ms",config.xlsx,S_1_ProfileC50.mp4,29,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,165,16:9,1571,4.60,672424ca4e8e26ce7ca1a389
140,0373e037dd369820396251db67663bc2,"Sunday 23rd of February 2025 03:03:24 PM UTC","United Kingdom","19 to 30",Male,Undergraduate,"Engineering and Technology","Neutral (0)",Low,Art,Poor,"900 ms",config.xlsx,S_18_ProfileC30.mp4,73,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,2083,4.97,63d3f928e97451dbc1c745da
141,9c1ada7da14caa5a81d833407f77fe93,"Sunday 23rd of February 2025 03:03:25 PM UTC",Latvia,"19 to 30",Other,"Primary School",Other,"Positive (+)",Low,Art,Good,"1800 ms",config.xlsx,S_13_ProfileC90.mp4,39,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,144,16:9,11256,26.85,5b2ffddaa8327d0001ffec6d
142,f363430c17c47b53372557caec7ade45,"Sunday 23rd of February 2025 03:03:30 PM UTC",Brazil,"19 to 30",Male,Post-Graduate,Administrative,"Neutral (0)",Low,"Cars, automotive",Good,"500 ms",config.xlsx,S_17_ProfileC90.mp4,30,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,165,16:9,27006,64.42,672424ca4e8e26ce7ca1a389
